96;88;28964
96;89;29011
96;90;29011
96;91;29058
96;92;29058
96;93;29058
96;94;29105
96;95;29105
96;96;29152
96;97;29152
96;98;29199
96;99;29199
97;0;27225
97;1;27225
97;2;27225
97;3;27272
97;4;27272
97;5;27319
97;6;27319
97;7;27366
97;8;27366
97;9;27366
97;10;27413
97;11;27413
97;12;27460
97;13;27460
97;14;27507
97;15;27507
97;16;27507
97;17;27554
97;18;27554
97;19;27601
97;20;27601
97;21;27648
97;22;27648
97;23;27648
97;24;27695
97;25;27695
97;26;27742
97;27;27742
97;28;27789
97;29;27789
97;30;27789
97;31;27836
97;32;27836
97;33;27883
97;34;27883
97;35;27930
97;36;27930
97;37;27930
97;38;27977
97;39;27977
97;40;28024
97;41;28024
97;42;28071
97;43;28071
97;44;28071
97;45;28118
97;46;28118
97;47;28165
97;48;28165
97;49;28212
97;50;28212
97;51;28212
97;52;28259
97;53;28259
97;54;28306
97;55;28306
97;56;28353
97;57;28353
97;58;28353
97;59;28400
97;60;28400
97;61;28447
97;62;28447
97;63;28494
97;64;28494
97;65;28494
97;66;28541
97;67;28541
97;68;28588
97;69;28588
97;70;28635
97;71;28635
97;72;28635
97;73;28682
97;74;28682
97;75;28729
97;76;28729
97;77;28776
97;78;28776
97;79;28776
97;80;28823
97;81;28823
97;82;28870
97;83;28870
97;84;28917
97;85;28917
97;86;28917
97;87;28964
97;88;28964
97;89;29011
97;90;29011
97;91;29058
97;92;29058
97;93;29058
97;94;29105
97;95;29105
97;96;29152
97;97;29152
97;98;29199
97;99;29199
98;0;28900
98;1;28900
98;2;28900
98;3;28947
98;4;28947
98;5;28994
98;6;28994
98;7;29041
98;8;29041
98;9;29041
98;10;29088
98;11;29088
98;12;29135
98;13;29135
98;14;29182
98;15;29182
98;16;29182
98;17;29229
98;18;29229
98;19;29276
98;20;29276
98;21;29323
98;22;29323
98;23;29323
98;24;29370
98;25;29370
98;26;29417
98;27;29417
98;28;29464
0;0;0
0;1;0
0;2;0
0;3;47
0;4;47
0;5;94
0;6;94
0;7;141
0;8;141
0;9;141
0;10;188
0;11;188
0;12;235
0;13;235
0;14;282
0;15;282
0;16;282
0;17;329
0;18;329
0;19;376
0;20;376
0;21;423
0;22;423
0;23;423
0;24;470
0;25;470
0;26;517
0;27;517
0;28;564
0;29;564
0;30;564
0;31;611
0;32;611
0;33;658
0;34;658
0;35;705
0;36;705
0;37;705
0;38;752
0;39;752
0;40;799
0;41;799
0;42;846
0;43;846
0;44;846
0;45;893
0;46;893
0;47;940
0;48;940
0;49;987
0;50;987
0;51;987
0;52;1034
0;53;1034
0;54;1081
0;55;1081
0;56;1128
0;57;1128
0;58;1128
0;59;1175
0;60;1175
0;61;1222
0;62;1222
0;63;1269
0;64;1269
0;65;1269
0;66;1316
0;67;1316
0;68;1363
0;69;1363
0;70;1410
0;71;1410
0;72;1410
0;73;1457
0;74;1457
0;75;1504
0;76;1504
0;77;1551
0;78;1551
0;79;1551
0;80;1598
0;81;1598
0;82;1645
0;83;1645
0;84;1692
0;85;1692
0;86;1692
0;87;1739
0;88;1739
0;89;1786
0;90;1786
0;91;1833
0;92;1833
0;93;1833
0;94;1880
0;95;1880
0;96;1927
0;97;1927
0;98;1974
0;99;1974
1;0;0
1;1;0
1;2;0
1;3;47
1;4;47
1;5;94
1;6;94
1;7;141
1;8;141
1;9;141
1;10;188
1;11;188
1;12;235
1;13;235
1;14;282
1;15;282
1;16;282
1;17;329
1;18;329
1;19;376
1;20;376
1;21;423
1;22;423
1;23;423
1;24;470
1;25;470
1;26;517
1;27;517
1;28;564
1;29;564
1;30;564
1;31;611
1;32;611
1;33;658
1;34;658
1;35;705
1;36;705
1;37;705
1;38;752
1;39;752
1;40;799
1;41;799
1;42;846
1;43;846
1;44;846
1;45;893
1;46;893
1;47;940
1;48;940
1;49;987
1;50;987
1;51;987
1;52;1034
1;53;1034
1;54;1081
1;55;1081
1;56;1128
1;57;1128
1;58;1128
1;59;1175
1;60;1175
1;61;1222
1;62;1222
1;63;1269
1;64;1269
1;65;1269
1;66;1316
1;67;1316
1;68;1363
1;69;1363
1;70;1410
1;71;1410
1;72;1410
1;73;1457
1;74;1457
1;75;1504
1;76;1504
1;77;1551
1;78;1551
1;79;1551
1;80;1598
1;81;1598
1;82;1645
1;83;1645
1;84;1692
1;85;1692
1;86;1692
1;87;1739
1;88;1739
1;89;1786
1;90;1786
1;91;1833
1;92;1833
1;93;1833
1;94;1880
1;95;1880
1;96;1927
1;97;1927
1;98;1974
1;99;1974
2;0;0
2;1;0
2;2;0
2;3;47
2;4;47
2;5;94
2;6;94
2;7;141
2;8;141
2;9;141
2;10;188
2;11;188
2;12;235
2;13;235
2;14;282
2;15;282
2;16;282
2;17;329
2;18;329
2;19;376
2;20;376
2;21;423
2;22;423
2;23;423
2;24;470
2;25;470
2;26;517
2;27;517
2;28;564
2;29;564
2;30;564
2;31;611
2;32;611
2;33;658
2;34;658
2;35;705
2;36;705
2;37;705
2;38;752
2;39;752
2;40;799
2;41;799
2;42;846
2;43;846
2;44;846
2;45;893
2;46;893
2;47;940
2;48;940
2;49;987
2;50;987
2;51;987
2;52;1034
2;53;1034
2;54;1081
2;55;1081
2;56;1128
2;57;1128
2;58;1128
2;59;1175
2;60;1175
2;61;1222
2;62;1222
2;63;1269
2;64;1269
2;65;1269
2;66;1316
2;67;1316
2;68;1363
2;69;1363
2;70;1410
2;71;1410
2;72;1410
2;73;1457
2;74;1457
2;75;1504
2;76;1504
2;77;1551
2;78;1551
2;79;1551
2;80;1598
2;81;1598
2;82;1645
2;83;1645
2;84;1692
2;85;1692
2;86;1692
2;87;1739
2;88;1739
2;89;1786
2;90;1786
2;91;1833
2;92;1833
2;93;1833
2;94;1880
2;95;1880
2;96;1927
2;97;1927
2;98;1974
2;99;1974
3;0;25
3;1;25
3;2;25
3;3;72
3;4;72
3;5;119
3;6;119
3;7;166
3;8;166
3;9;166
3;10;213
3;11;213
3;12;260
21;91;3058
21;92;3058
21;93;3058
21;94;3105
21;95;3105
21;96;3152
21;97;3152
21;98;3199
21;99;3199
22;0;1225
22;1;1225
22;2;1225
22;3;1272
22;4;1272
22;5;1319
22;6;1319
22;7;1366
22;8;1366
22;9;1366
22;10;1413
22;11;1413
22;12;1460
22;13;1460
22;14;1507
22;15;1507
22;16;1507
22;17;1554
22;18;1554
22;19;1601
22;20;1601
22;21;1648
22;22;1648
22;23;1648
22;24;1695
22;25;1695
22;26;1742
22;27;1742
22;28;1789
22;29;1789
22;30;1789
22;31;1836
22;32;1836
22;33;1883
22;34;1883
22;35;1930
22;36;1930
22;37;1930
22;38;1977
22;39;1977
22;40;2024
22;41;2024
22;42;2071
22;43;2071
22;44;2071
22;45;2118
22;46;2118
22;47;2165
22;48;2165
22;49;2212
22;50;2212
22;51;2212
22;52;2259
22;53;2259
22;54;2306
22;55;2306
22;56;2353
22;57;2353
22;58;2353
22;59;2400
22;60;2400
22;61;2447
22;62;2447
22;63;2494
22;64;2494
22;65;2494
22;66;2541
22;67;2541
22;68;2588
22;69;2588
22;70;2635
22;71;2635
22;72;2635
22;73;2682
22;74;2682
22;75;2729
22;76;2729
22;77;2776
22;78;2776
22;79;2776
22;80;2823
22;81;2823
22;82;2870
22;83;2870
22;84;2917
22;85;2917
22;86;2917
22;87;2964
22;88;2964
22;89;3011
22;90;3011
22;91;3058
22;92;3058
22;93;3058
22;94;3105
22;95;3105
22;96;3152
22;97;3152
22;98;3199
22;99;3199
23;0;1600
23;1;1600
23;2;1600
23;3;1647
23;4;1647
23;5;1694
23;6;1694
23;7;1741
23;8;1741
23;9;1741
23;10;1788
23;11;1788
23;12;1835
23;13;1835
23;14;1882
23;15;1882
23;16;1882
23;17;1929
23;18;1929
23;19;1976
23;20;1976
23;21;2023
23;22;2023
23;23;2023
23;24;2070
23;25;2070
23;26;2117
23;27;2117
23;28;2164
23;29;2164
23;30;2164
23;31;2211
23;32;2211
23;33;2258
23;34;2258
23;35;2305
23;36;2305
23;37;2305
23;38;2352
23;39;2352
23;40;2399
23;41;2399
23;42;2446
23;43;2446
23;44;2446
23;45;2493
23;46;2493
23;47;2540
23;48;2540
23;49;2587
23;50;2587
23;51;2587
23;52;2634
23;53;2634
23;54;2681
23;55;2681
23;56;2728
23;57;2728
23;58;2728
23;59;2775
23;60;2775
23;61;2822
23;62;2822
23;63;2869
23;64;2869
23;65;2869
23;66;2916
23;67;2916
23;68;2963
23;69;2963
23;70;3010
23;71;3010
23;72;3010
23;73;3057
23;74;3057
23;75;3104
23;76;3104
23;77;3151
23;78;3151
23;79;3151
23;80;3198
23;81;3198
23;82;3245
23;83;3245
23;84;3292
23;85;3292
23;86;3292
23;87;3339
23;88;3339
23;89;3386
23;90;3386
23;91;3433
23;92;3433
23;93;3433
23;94;3480
23;95;3480
23;96;3527
23;97;3527
23;98;3574
23;99;3574
24;0;1600
24;1;1600
24;2;1600
24;3;1647
24;4;1647
24;5;1694
24;6;1694
24;7;1741
24;8;1741
24;9;1741
24;10;1788
24;11;1788
24;12;1835
24;13;1835
24;14;1882
24;15;1882
24;16;1882
24;17;1929
24;18;1929
24;19;1976
24;20;1976
24;21;2023
24;22;2023
24;23;2023
24;24;2070
24;25;2070
24;26;2117
24;27;2117
24;28;2164
24;29;2164
24;30;2164
24;31;2211
24;32;2211
24;33;2258
24;34;2258
24;35;2305
24;36;2305
24;37;2305
24;38;2352
24;39;2352
24;40;2399
24;41;2399
24;42;2446
24;43;2446
24;44;2446
24;45;2493
24;46;2493
24;47;2540
